UID,Targets
89074,"[tensor(5.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
83524,"[tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(3.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(3.), tensor(3.), tensor(3.), tensor(4.), tensor(5.), tensor(3.), tensor(4.), tensor(5.)]"
146543,"[tensor(1.), tensor(2.), tensor(3.), tensor(4.), tensor(2.), tensor(3.), tensor(5.), tensor(2.), tensor(1.), tensor(3.), tensor(4.), tensor(3.), tensor(2.), tensor(5.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(2.), tensor(3.), tensor(4.), tensor(2.), tensor(3.), tensor(3.), tensor(3.), tensor(5.), tensor(3.), tensor(1.), tensor(3.), tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(2.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(1.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(2.), tensor(5.), tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(4.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(1.), tensor(2.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(1.), tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(1.), tensor(3.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(1.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(2.), tensor(2.), tensor(4.), tensor(5.), tensor(3.), tensor(3.), tensor(3.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(2.), tensor(3.), tensor(2.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(1.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(1.), tensor(1.), tensor(5.), tensor(2.), tensor(3.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(3.), tensor(4.), tensor(4.), tensor(5.), tensor(3.), tensor(1.), tensor(1.), tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(3.), tensor(5.), tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(2.), tensor(2.), tensor(4.), tensor(5.), tensor(2.), tensor(4.), tensor(3.), tensor(2.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(1.), tensor(4.), tensor(2.), tensor(5.), tensor(4.), tensor(2.), tensor(2.), tensor(3.), tensor(4.), tensor(4.), tensor(3.), tensor(4.), tensor(3.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(2.), tensor(3.), tensor(3.), tensor(1.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(2.), tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(2.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(2.), tensor(4.), tensor(3.), tensor(4.), tensor(4.), tensor(1.), tensor(2.), tensor(5.), tensor(3.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(1.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(3.), tensor(3.), tensor(3.), tensor(4.), tensor(1.), tensor(5.), tensor(4.), tensor(4.), tensor(2.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(1.), tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(1.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(1.), tensor(3.), tensor(5.), tensor(3.), tensor(3.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(1.), tensor(4.), tensor(5.), tensor(4.), tensor(1.), tensor(4.), tensor(3.), tensor(4.), tensor(1.), tensor(5.), tensor(2.), tensor(5.), tensor(2.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(3.), tensor(4.), tensor(2.), tensor(3.), tensor(5.), tensor(5.), tensor(2.), tensor(5.), tensor(2.), tensor(3.), tensor(5.), tensor(3.), tensor(4.), tensor(3.), tensor(3.), tensor(1.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(2.), tensor(1.), tensor(2.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(2.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(1.), tensor(4.), tensor(2.), tensor(4.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(4.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(1.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(3.), tensor(5.), tensor(2.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(3.), tensor(5.), tensor(3.), tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(4.), tensor(1.), tensor(5.), tensor(1.), tensor(4.), tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(3.), tensor(4.), tensor(3.), tensor(4.), tensor(2.), tensor(5.), tensor(4.), tensor(2.), tensor(4.), tensor(5.), tensor(2.), tensor(3.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(2.), tensor(4.), tensor(5.), tensor(2.), tensor(5.), tensor(3.), tensor(2.), tensor(1.), tensor(4.), tensor(5.), tensor(3.), tensor(4.), tensor(2.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(1.), tensor(5.), tensor(3.), tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(3.), tensor(5.), tensor(1.), tensor(1.), tensor(3.), tensor(5.), tensor(5.), tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(2.), tensor(4.), tensor(2.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(3.), tensor(5.), tensor(2.), tensor(4.), tensor(2.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(5.), tensor(1.), tensor(4.), tensor(3.), tensor(4.), tensor(1.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(2.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(1.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(4.), tensor(2.), tensor(4.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(1.), tensor(3.), tensor(1.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(3.), tensor(3.), tensor(5.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(1.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(2.), tensor(4.), tensor(4.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(1.), tensor(2.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(1.), tensor(4.), tensor(5.), tensor(5.), tensor(2.), tensor(3.), tensor(3.), tensor(4.), tensor(2.), tensor(5.), tensor(5.), tensor(3.), tensor(1.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(2.), tensor(5.), tensor(4.), tensor(4.), tensor(2.), tensor(3.), tensor(5.), tensor(5.), tensor(3.), tensor(2.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(4.), tensor(1.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(1.), tensor(3.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(1.), tensor(5.), tensor(3.), tensor(2.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(1.), tensor(4.), tensor(1.), tensor(3.), tensor(2.), tensor(2.), tensor(5.), tensor(5.), tensor(1.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(1.), tensor(5.), tensor(5.), tensor(2.), tensor(4.), tensor(2.), tensor(5.), tensor(1.), tensor(4.), tensor(1.), tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(3.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(4.), tensor(3.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(3.), tensor(1.), tensor(1.), tensor(3.), tensor(4.), tensor(4.), tensor(5.), tensor(3.), tensor(5.), tensor(2.), tensor(5.), tensor(4.), tensor(5.), tensor(2.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(2.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(2.), tensor(4.), tensor(4.), tensor(2.), tensor(5.), tensor(2.), tensor(4.), tensor(5.), tensor(1.), tensor(5.), tensor(2.), tensor(4.), tensor(1.), tensor(4.), tensor(1.), tensor(5.), tensor(4.), tensor(2.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(2.), tensor(3.), tensor(1.), tensor(3.), tensor(4.), tensor(4.), tensor(1.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(1.), tensor(4.), tensor(3.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(1.), tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(1.), tensor(4.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(4.), tensor(1.), tensor(3.), tensor(4.), tensor(5.), tensor(2.), tensor(4.), tensor(4.), tensor(5.), tensor(3.), tensor(2.), tensor(5.), tensor(4.), tensor(3.), tensor(3.), tensor(2.), tensor(5.), tensor(1.), tensor(4.), tensor(3.), tensor(2.), tensor(2.), tensor(4.), tensor(4.), tensor(1.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(3.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(2.), tensor(5.), tensor(5.), tensor(4.), tensor(1.), tensor(5.), tensor(2.), tensor(5.), tensor(1.), tensor(5.), tensor(4.), tensor(4.), tensor(3.), tensor(3.)]"
76696,"[tensor(5.), tensor(4.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
152509,"[tensor(3.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(4.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(2.), tensor(5.), tensor(2.), tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(3.), tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(2.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(1.), tensor(4.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(2.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(4.), tensor(1.), tensor(4.), tensor(5.), tensor(2.), tensor(5.), tensor(1.), tensor(4.), tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(2.), tensor(3.), tensor(3.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(2.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(2.), tensor(5.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(3.), tensor(2.), tensor(4.), tensor(2.), tensor(4.), tensor(4.), tensor(1.), tensor(3.), tensor(4.), tensor(2.), tensor(5.), tensor(5.), tensor(1.), tensor(2.), tensor(3.), tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(2.), tensor(5.), tensor(2.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(1.), tensor(3.), tensor(3.), tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(3.), tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(2.)]"
154528,"[tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(4.), tensor(3.), tensor(3.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(3.), tensor(2.), tensor(5.), tensor(3.), tensor(4.), tensor(2.), tensor(5.), tensor(4.), tensor(3.), tensor(3.), tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(4.), tensor(4.), tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(4.), tensor(4.), tensor(3.), tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(3.), tensor(5.), tensor(5.), tensor(3.), tensor(3.), tensor(2.), tensor(2.), tensor(3.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(3.), tensor(3.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(3.), tensor(4.), tensor(3.), tensor(4.), tensor(4.)]"
119332,"[tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.)]"
168192,"[tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(2.), tensor(3.), tensor(3.), tensor(4.), tensor(4.), tensor(3.), tensor(4.), tensor(3.), tensor(3.), tensor(4.), tensor(3.), tensor(2.), tensor(4.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(2.), tensor(3.), tensor(5.), tensor(2.), tensor(3.), tensor(3.), tensor(4.), tensor(3.)]"
24148,"[tensor(2.), tensor(2.), tensor(1.), tensor(2.), tensor(2.), tensor(3.), tensor(1.), tensor(5.), tensor(2.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(2.), tensor(4.), tensor(5.), tensor(3.), tensor(3.), tensor(1.), tensor(1.), tensor(1.), tensor(1.), tensor(1.), tensor(2.), tensor(1.), tensor(1.), tensor(4.), tensor(1.), tensor(4.), tensor(5.), tensor(2.), tensor(5.), tensor(5.), tensor(2.), tensor(1.), tensor(2.), tensor(1.), tensor(1.), tensor(2.), tensor(2.), tensor(4.), tensor(3.), tensor(1.), tensor(1.), tensor(1.), tensor(4.), tensor(4.), tensor(3.), tensor(3.), tensor(2.), tensor(1.), tensor(5.), tensor(1.), tensor(1.), tensor(4.), tensor(3.), tensor(1.), tensor(1.), tensor(3.), tensor(1.), tensor(1.), tensor(1.), tensor(4.), tensor(2.), tensor(1.), tensor(4.), tensor(2.), tensor(1.), tensor(1.), tensor(2.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(1.), tensor(2.), tensor(4.), tensor(1.), tensor(2.), tensor(1.), tensor(3.), tensor(4.), tensor(1.), tensor(1.), tensor(1.), tensor(3.), tensor(3.), tensor(5.), tensor(1.), tensor(4.), tensor(4.), tensor(4.), tensor(1.), tensor(3.), tensor(5.), tensor(5.), tensor(2.), tensor(2.), tensor(3.), tensor(4.), tensor(4.), tensor(3.), tensor(1.), tensor(2.), tensor(2.), tensor(2.), tensor(2.), tensor(5.), tensor(2.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(2.), tensor(3.), tensor(2.), tensor(1.), tensor(5.), tensor(3.), tensor(1.), tensor(4.), tensor(1.), tensor(1.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(3.), tensor(1.), tensor(2.), tensor(1.), tensor(4.), tensor(3.), tensor(1.), tensor(4.), tensor(5.), tensor(1.), tensor(5.), tensor(5.), tensor(4.), tensor(1.), tensor(5.), tensor(4.), tensor(1.), tensor(5.), tensor(4.), tensor(1.), tensor(1.), tensor(4.), tensor(2.), tensor(4.), tensor(4.), tensor(4.), tensor(1.), tensor(1.), tensor(4.), tensor(2.), tensor(4.), tensor(2.), tensor(1.), tensor(3.), tensor(2.), tensor(4.), tensor(1.), tensor(4.), tensor(2.), tensor(5.), tensor(1.), tensor(3.), tensor(4.), tensor(2.), tensor(2.), tensor(1.), tensor(2.), tensor(5.), tensor(1.), tensor(1.), tensor(4.), tensor(4.), tensor(3.), tensor(1.), tensor(2.), tensor(3.), tensor(4.), tensor(1.), tensor(2.), tensor(3.), tensor(1.), tensor(1.), tensor(4.), tensor(1.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(2.), tensor(1.), tensor(1.), tensor(2.), tensor(4.), tensor(1.), tensor(4.), tensor(3.), tensor(1.), tensor(5.), tensor(3.), tensor(1.), tensor(1.), tensor(1.), tensor(4.), tensor(2.), tensor(2.), tensor(1.), tensor(3.), tensor(3.), tensor(3.), tensor(3.), tensor(2.), tensor(4.), tensor(4.), tensor(2.), tensor(2.), tensor(1.), tensor(3.), tensor(4.), tensor(2.), tensor(4.), tensor(1.), tensor(1.), tensor(5.), tensor(1.), tensor(3.), tensor(3.), tensor(5.), tensor(2.), tensor(1.), tensor(1.), tensor(2.), tensor(5.), tensor(4.), tensor(1.)]"
89991,"[tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(5.), tensor(2.), tensor(4.), tensor(5.), tensor(2.), tensor(3.), tensor(2.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(5.), tensor(2.), tensor(1.), tensor(3.), tensor(1.), tensor(5.), tensor(2.), tensor(3.), tensor(4.), tensor(1.), tensor(5.), tensor(5.), tensor(3.), tensor(2.), tensor(2.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(1.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(4.), tensor(2.), tensor(1.), tensor(5.), tensor(4.), tensor(5.), tensor(2.), tensor(2.), tensor(5.)]"
128635,"[tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.)]"
141862,"[tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(5.), tensor(3.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(3.), tensor(2.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.)]"
119961,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
120498,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
166394,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
177860,"[tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
161624,"[tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(4.)]"
